0	1
1	1
2	1
12	1
13	1
14	1
15	1
16	1
17	1
18	1
20	1
21	1
22	1
23	1
24	1
26	1
27	1
31	1
34	1
36	1
38	1
41	1
47	1
52	1
53	1
56	1
57	1
58	1
59	1
60	1
61	1
62	1
64	1
66	1
67	1
69	1
70	1
73	1
76	1
79	1
80	1
81	1
82	1
85	1
87	1
89	1
92	1
93	1
94	1
96	1
102	1
104	1
105	1
106	1
107	1
108	1
114	1
122	1
126	1
130	1
131	1
133	1
136	1
138	1
140	1
141	1
142	1
143	1
144	1
148	1
149	1
150	1
152	1
155	1
166	1
167	1
173	1
179	1
181	1
183	1
185	1
186	1
187	1
188	1
189	1
190	1
191	1
192	1
193	1
194	1
195	1
196	1
197	1
198	1
199	1
200	1
201	1
202	1
203	1
204	1
205	1
206	1
208	1
209	1
211	1
212	1
213	1
214	1
215	1
216	1
217	1
218	1
220	1
221	1
222	1
224	1
227	1
228	1
229	1
230	1
231	1
232	1
235	1
236	1
237	1
238	1
240	1
241	1
242	1
244	1
245	1
246	1
247	1
248	1
252	1
253	1
254	1
255	1
257	1
259	1
260	1
261	1
262	1
265	1
266	1
267	1
268	1
272	1
274	1
275	1
276	1
277	1
278	1
279	1
280	1
282	1
285	1
287	1
288	1
289	1
291	1
292	1
293	1
294	1
295	1
299	1
300	1
303	1
304	1
306	1
307	1
309	1
310	1
314	1
317	1
318	1
319	1
320	1
321	1
322	1
323	1
324	1
325	1
327	1
329	1
330	1
331	1
332	1
333	1
334	1
335	1
336	1
337	1
338	1
339	1
341	1
342	1
343	1
344	1
345	1
346	1
348	1
350	1
351	1
352	1
353	1
354	1
355	1
356	1
357	1
358	1
359	1
364	1
365	1
367	1
373	1
377	1
380	1
385	1
388	1
389	1
391	1
394	1
395	1
397	1
398	1
399	1
400	1
402	1
403	1
405	1
407	1
408	1
409	1
412	1
413	1
414	1
415	1
418	1
419	1
421	1
422	1
423	1
424	1
430	1
432	1
434	1
435	1
436	1
441	1
442	1
443	1
446	1
448	1
449	1
450	1
455	1
456	1
458	1
460	1
461	1
462	1
463	1
464	1
465	1
467	1
468	1
469	1
471	1
473	1
474	1
476	1
477	1
478	1
479	1
480	1
481	1
482	1
483	1
484	1
486	1
487	1
488	1
489	1
490	1
491	1
492	1
493	1
494	1
495	1
496	1
497	1
498	1
499	1
500	1
501	1
502	1
504	1
506	1
507	1
508	1
509	1
510	1
511	1
512	1
513	1
514	1
515	1
518	1
519	1
521	1
528	1
531	1
535	1
537	1
540	1
541	1
544	1
556	1
562	1
565	1
570	1
572	1
573	1
574	1
575	1
576	1
577	1
579	1
580	1
581	1
582	1
583	1
584	1
585	1
586	1
587	1
588	1
590	1
591	1
592	1
593	1
594	1
595	1
598	1
602	1
604	1
606	1
607	1
610	1
611	1
612	1
613	1
614	1
615	1
616	1
625	1
633	1
637	1
642	1
645	1
648	1
649	1
652	1
655	1
662	1
666	1
671	1
672	1
673	1
674	1
675	1
676	1
678	1
679	1
680	1
681	1
682	1
683	1
684	1
686	1
687	1
688	1
689	1
690	1
691	1
692	1
693	1
694	1
695	1
696	1
697	1
698	1
699	1
700	1
702	1
703	1
705	1
706	1
710	1
711	1
714	1
717	1
718	1
719	1
721	1
722	1
724	1
728	1
730	1
735	1
737	1
738	1
739	1
740	1
742	1
743	1
744	1
746	1
747	1
748	1
749	1
750	1
753	1
754	1
755	1
758	1
760	1
761	1
762	1
763	1
764	1
765	1
766	1
767	1
768	1
769	1
770	1
774	1
775	1
776	1
777	1
778	1
779	1
780	1
781	1
783	1
784	1
785	1
786	1
789	1
791	1
792	1
794	1
795	1
797	1
799	1
800	1
801	1
802	1
803	1
804	1
805	1
806	1
807	1
808	1
809	1
810	1
811	1
812	1
813	1
814	1
815	1
816	1
817	1
818	1
819	1
820	1
821	1
822	1
824	1
825	1
827	1
828	1
829	1
830	1
831	1
832	1
834	1
835	1
836	1
837	1
838	1
839	1
840	1
841	1
842	1
844	1
845	1
849	1
850	1
852	1
853	1
854	1
855	1
857	1
858	1
859	1
860	1
861	1
862	1
863	1
864	1
866	1
869	1
874	1
875	1
876	1
877	1
878	1
879	1
880	1
882	1
883	1
884	1
885	1
888	1
889	1
890	1
892	1
893	1
897	1
898	1
899	1
901	1
903	1
905	1
907	1
908	1
911	1
912	1
913	1
915	1
916	1
917	1
918	1
920	1
921	1
922	1
923	1
925	1
926	1
927	1
928	1
929	1
932	1
933	1
934	1
935	1
936	1
938	1
939	1
940	1
945	1
946	1
947	1
948	1
949	1
950	1
951	1
952	1
953	1
954	1
955	1
956	1
958	1
959	1
960	1
961	1
962	1
963	1
964	1
965	1
966	1
967	1
968	1
969	1
971	1
975	1
977	1
978	1
979	1
980	1
981	1
982	1
983	1
984	1
985	1
987	1
988	1
989	1
990	1
991	1
992	1
993	1
994	1
996	1
997	1
998	1
999	1
1000	1
1001	1
1003	1
1004	1
1005	1
1006	1
1008	1
1013	1
1016	1
1017	1
1019	1
1021	1
1024	1
1025	1
1026	1
1027	1
1031	1
1032	1
1033	1
1034	1
1035	1
1036	1
1037	1
1038	1
1039	1
1040	1
1042	1
1044	1
1047	1
1054	1
1056	1
1059	1
1060	1
1062	1
1064	1
1065	1
1068	1
1070	1
1073	1
1075	1
1076	1
1077	1
1078	1
1079	1
1080	1
1081	1
1083	1
1084	1
1085	1
1086	1
1087	1
1095	1
1097	1
1100	1
1101	1
1102	1
1103	1
1108	1
1110	1
1116	1
1117	1
1118	1
1120	1
1121	1
1122	1
1123	1
1125	1
1126	1
1128	1
1129	1
1130	1
1131	1
1135	1
1138	1
1139	1
1140	1
1143	1
1144	1
1147	1
1148	1
1149	1
1150	1
1151	1
1153	1
1154	1
1159	1
1160	1
1163	1
1165	1
1168	1
1169	1
1173	1
1176	1
1178	1
1180	1
1183	1
1184	1
1185	1
1186	1
1187	1
1189	1
1191	1
1192	1
1193	1
1194	1
1197	1
1198	1
1199	1
1203	1
1215	1
1227	1
1239	1
1250	1
1265	1
1269	1
1271	1
1282	1
1290	1
1293	1
1297	1
1298	1
1306	1
1307	1
1313	1
1317	1
1318	1
1320	1
1325	1
1326	1
1338	1
1339	1
1340	1
1354	1
1369	1
1371	1
1372	1
1373	1
1376	1
1377	1
1378	1
1379	1
1380	1
1382	1
1384	1
1386	1
1387	1
1388	1
1389	1
1390	1
1393	1
1394	1
1398	1
1399	1
1400	1
1401	1
1402	1
1403	1
1404	1
1405	1
1406	1
1407	1
1410	1
1411	1
